name,rate,location,cuisines,approx_cost(for two people)
Shanthi Sagar,3.6/5,JP Nagar,"South Indian, North Indian, Chinese",400
White Horse,3.8/5,JP Nagar,"North Indian, Mangalorean, Chinese",400
Spice Code,3.9/5,JP Nagar,"South Indian, North Indian, Chinese, Biryani","1,000"
Cafe Potpourri,3.7/5,JP Nagar,"Cafe, Sandwich, North Indian, Beverages, Desserts",400
Crafted Plate,4.2/5,JP Nagar,"Cafe, Asian, Burger, Continental, Italian, Salad",600
Coconut Grove,3.4/5,JP Nagar,"South Indian, Chettinad, Kerala, Seafood","1,100"
Woody's,2.6/5,JP Nagar,"Chinese, South Indian, North Indian",650
Flow - Terrace Bar & Grill,3.8/5,JP Nagar,"Pizza, Continental, North Indian, Chinese","1,000"
Khanasutra,3.5/5,JP Nagar,"North Indian, South Indian, Continental",500
De Oxford Cafe,3.7/5,JP Nagar,"Cafe, Beverages, Fast Food",500
Funky Punjab,3.9/5,JP Nagar,"North Indian, Chinese",500
Vinaya Coffee Moments,3.8/5,JP Nagar,"Burger, Cafe, Desserts, Sandwich, Italian",450
Dakshin Food Palace,3.7/5,JP Nagar,"South Indian, North Indian, Chinese",450
New Kabab Zone,2.9/5,JP Nagar,"North Indian, Chinese",500
Brew Point,3.6/5,JP Nagar,"Cafe, American, Burger, Sandwich, Fast Food",500
The Onyx - The HHI Select Bengaluru,3.3/5,JP Nagar,"North Indian, Chinese, Continental",950
Gam's Delicacy,3.2/5,JP Nagar,"North Indian, Chinese, Assamese",800
Re Malnad Nati Style Hotel,3.6/5,JP Nagar,South Indian,400
The Kitchen,NEW,JP Nagar,"Andhra, Biryani, Mughlai",800
Sampoorna,3.6/5,JP Nagar,"Chinese, North Indian",600
Spice Up,3.8/5,JP Nagar,Chinese,600
Jaganath Restaurant And Hotel,3.2/5,JP Nagar,North Indian,300
Beach Hut,3.5/5,JP Nagar,"North Indian, Chinese",650
Kaizen Wellness Kitchen,3.7/5,JP Nagar,"Asian, Continental, European",800
Delhi Ke Bawarchi,4.0/5,JP Nagar,"North Indian, Chinese, Fast Food",500
Venkateshwara Sweets and Restaurant,3.6/5,JP Nagar,"South Indian, Mithai, Chinese, North Indian",400
Zeeshan,3.1/5,JP Nagar,"North Indian, Kebab, Biryani, Rolls",700
The Cravery,2.6/5,JP Nagar,Cafe,500
Sambram Biriyani Paradise,3.6/5,JP Nagar,"Biryani, North Indian, Chinese",600
Thayee Touch,3.6/5,JP Nagar,"North Indian, Chinese, South Indian",450
Cuppa,3.4/5,JP Nagar,"Cafe, Fast Food",550
The Pavillion,2.7/5,JP Nagar,"North Indian, Continental, South Indian, Chinese","1,000"
Wangs Kitchen,2.8/5,JP Nagar,Chinese,"1,000"
Eat Repeat Express,3.2/5,JP Nagar,"North Indian, South Indian, Chinese, Biryani, Mexican",700
Empire Restaurant,4.1/5,JP Nagar,"North Indian, Mughlai, South Indian, Chinese",750
Mast Kalandar,2.3/5,JP Nagar,North Indian,450
"Malnad Blossom, Coffee & Cream",3.8/5,JP Nagar,Cafe,300
Kakal Kai Ruchi,3.9/5,JP Nagar,"South Indian, North Indian, Chinese",450
Kamat Swaad,3.9/5,JP Nagar,"South Indian, North Indian, Chinese",400
Cafe Coffee Day,3.1/5,JP Nagar,"Cafe, Fast Food",900
New Prashanth Hotel,3.0/5,JP Nagar,"South Indian, Biryani, Chinese, North Indian",750
Deccan Spice,3.5/5,JP Nagar,"North Indian, South Indian, Biryani",750
NEW SUNRISE RESTAURANTS,2.7/5,JP Nagar,"North Indian, Chinese, Biryani",500
Turquoise,2.8/5,JP Nagar,North Indian,"1,200"
The Brew - Aurick Boutique Hotel,3.1/5,JP Nagar,"North Indian, South Indian, Chinese, Grill",700
The Maori - Aurick Boutique Hotel,3.5/5,JP Nagar,"Chinese, North Indian","1,000"
Anju's Cafe,3.4/5,JP Nagar,"Cafe, North Indian",600
Andhra Grills,3.0/5,JP Nagar,"Andhra, North Indian, Biryani",800
Targaryen's Kitchen,3.6/5,JP Nagar,"North Indian, Bengali, Chinese",550
Eagle Bar & Restaurant,3.1/5,JP Nagar,"North Indian, Chinese",700
Sea Horse,3.4/5,JP Nagar,"Seafood, Chinese, South Indian, North Indian",500
Durbari Restaurant,3.2/5,JP Nagar,"North Indian, Chinese, Mughlai",600
New Nandan Family Restaurant,,JP Nagar,"Andhra, Chinese, North Indian, South Indian",450
New Nandan Family Restaurant,,JP Nagar,"Biryani, Chinese, Hyderabadi, Kebab",300
Chung Wah Opus,3.0/5,JP Nagar,"Chinese, Thai",650
Bottle Genie,,JP Nagar,Beverages,250
Petoo,3.7/5,JP Nagar,"North Indian, Fast Food, Street Food",800
North Indian Mess,,JP Nagar,"North Indian, Rajasthani",300
SV Juice Corner,3.3/5,JP Nagar,"Beverages, Fast Food",150
Zyksha,3.4/5,South Bangalore,Fast Food,200
Hotel Ambara,,JP Nagar,South Indian,500
Best Biryani,,JP Nagar,"North Indian, Biryani, Desserts",400
Pizza Hut,NEW,JP Nagar,Italian,400
Juice Buzz,3.1/5,JP Nagar,Juices,200
Magic Masala,,JP Nagar,"North Indian, Chinese, Fast Food",550
Sambram,,JP Nagar,"Biryani, North Indian",800
Tandoor Dum,,JP Nagar,North Indian,600
Henchina Mane Restaurant & Bar,,JP Nagar,"South Indian, North Indian",700
Birthday Buddy,,JP Nagar,"North Indian, South Indian, Chinese","1,200"
Targaryen's Kitchen,3.6/5,JP Nagar,"Chinese, North Indian, Mughlai",600
Eat & Joy Restaurant,3.1/5,JP Nagar,"Fast Food, Finger Food",300
Skytouch Le Cafe,3.7/5,JP Nagar,"Cafe, Italian, Desserts",700
Thirsty Tiger,3.5/5,JP Nagar,"Continental, Finger Food","1,300"
Pizza Hut,3.9/5,JP Nagar,"Pizza, Fast Food",750
Aditya Uphar,3.5/5,JP Nagar,"South Indian, Chinese, North Indian",200
Sri Krishna Sagar,3.0/5,JP Nagar,"South Indian, North Indian, Chinese, Street Food",300
Woodee Pizza,2.7/5,JP Nagar,"Cafe, Pizza, Fast Food, Beverages",500
Cafe Mist,3.8/5,JP Nagar,"Cafe, American, Continental, Italian",500
Amritsari Kulcha Land,4.0/5,JP Nagar,North Indian,300
Aramane Donne Biryani,NEW,JP Nagar,"Biryani, Fast Food",300
Mavalli Tiffin Room (MTR),4.1/5,JP Nagar,South Indian,300
California Burrito,4.1/5,JP Nagar,"Mexican, Fast Food",400
Cheesiano Pizza,4.0/5,JP Nagar,"Pizza, Italian",700
Bohra Bohra CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,3.6/5,JP Nagar,Bohri,300
KFC,3.9/5,JP Nagar,"Burger, Fast Food",400
Momo Jojo,4.3/5,JP Nagar,"Chinese, Tibetan, Momos",300
The Hunger Room,3.9/5,JP Nagar,"Continental, Sandwich, Burger, Italian, Salad, Pizza",400
The Paratha Stories,NEW,JP Nagar,North Indian,250
Maa'r Rannaghor,3.8/5,JP Nagar,"Bengali, Chinese",400
Wudfyr,NEW,JP Nagar,"Fast Food, Italian, North Indian, Steak",700
Pizza Paradise,3.6/5,JP Nagar,Pizza,500
Dakshin Cafe,4.1/5,JP Nagar,South Indian,100
Tasty Bites,3.8/5,JP Nagar,North Indian,450
Faasos,3.9/5,JP Nagar,"North Indian, Biryani, Fast Food",500
McDonald's,3.8/5,JP Nagar,"Burger, Fast Food",500
Tandoor Chai House,3.5/5,JP Nagar,"Street Food, Sandwich, Rolls, Beverages",200
Domino's Pizza,4.0/5,JP Nagar,"Pizza, Fast Food",400
Sri Rajasthani Foods,3.6/5,JP Nagar,"Rajasthani, North Indian",200
Namma Banashankari Donne Biryani,4.0/5,JP Nagar,"Biryani, Kebab",250
Potu's kitchen,NEW,JP Nagar,"Chinese, North Indian, Street Food, Rolls",300
Peat & Fire,NEW,JP Nagar,North Indian,700
Sri Raghavendra Davanagere Benne Dose Hotel,4.0/5,JP Nagar,South Indian,200
Biggies Burger 'n' More,4.1/5,JP Nagar,"Cafe, Burger, Fast Food",400
Marenahalli Donne Biriyani,3.9/5,JP Nagar,"Biryani, Fast Food",300
B.M.W Bhookh Mitaane Wala,3.6/5,JP Nagar,"North Indian, South Indian, Chinese",500
Five Star Chicken,3.3/5,JP Nagar,"Roast Chicken, Burger",300
The Foodyz,3.7/5,JP Nagar,"North Indian, Chinese",500
Rajdhani Special Chole Bhature,NEW,JP Nagar,North Indian,200
Dosa Bazaar,4.0/5,JP Nagar,"Street Food, South Indian",200
Meat And Eat,3.7/5,JP Nagar,"Fast Food, Burger",500
The little Kitchen,3.4/5,JP Nagar,"Chinese, North Indian",300
Mahek Pizza,3.9/5,JP Nagar,Pizza,400
More Pizza,3.8/5,JP Nagar,Pizza,450
Bramhin Tiffins,3.6/5,JP Nagar,South Indian,150
Vasantha Grand,,JP Nagar,"South Indian, North Indian, Chinese",250
Roll N Rock,3.7/5,JP Nagar,"Chinese, North Indian, Mughlai, Rolls",400
New Udupi Grand,3.5/5,JP Nagar,"South Indian, North Indian, Chinese",300
Nammura Upahara,3.8/5,JP Nagar,South Indian,100
Bhukkhad Baba,3.7/5,JP Nagar,"North Indian, Beverages",250
Pushpa Darshini,3.6/5,JP Nagar,South Indian,100
Goli Vada Pav No. 1,3.2/5,JP Nagar,Street Food,200
Punjabi Food Corner,3.0/5,JP Nagar,"North Indian, Chinese, Street Food",400
Paratha Plaza,3.8/5,JP Nagar,North Indian,250
Annapurna Benne Dose,NEW,JP Nagar,South Indian,200
Mirch Masala,3.4/5,JP Nagar,North Indian,500
Ningi Family Restaurant,3.5/5,JP Nagar,"South Indian, Biryani, Chinese",400
Amrit,3.4/5,JP Nagar,"North Indian, Seafood",600
Sandwichwallas,3.6/5,JP Nagar,Fast Food,200
Prasiddhi Food Corner,3.7/5,JP Nagar,"Fast Food, North Indian, South Indian",200
Fish And Dish,3.7/5,JP Nagar,"Mangalorean, Chinese",350
Grills & Rolls,2.5/5,JP Nagar,"North Indian, Chinese, Fast Food, Rolls, Juices",400
Subway,4.0/5,JP Nagar,"Salad, Fast Food",600
Juice Fresco & Pizza,3.4/5,JP Nagar,"Beverages, Pizza",300
Atithi Biryani Corner,3.3/5,JP Nagar,"Biryani, South Indian",200
Tasty Bites,,JP Nagar,South Indian,200
Hot Rolls & House Of Kebabs,3.1/5,JP Nagar,"Rolls, Kebab, Biryani",200
Chaitanya Cafe,3.9/5,JP Nagar,"South Indian, North Indian, Fast Food",300
SLV Restaurant,4.2/5,JP Nagar,"South Indian, North Indian, Chinese",300
Keshava Kabab Centre,3.2/5,JP Nagar,North Indian,200
Udupi Upachar,3.3/5,JP Nagar,"South Indian, North Indian, Chinese, Street Food",300
Sree Krishna Kafe,3.9/5,JP Nagar,South Indian,200
Costal Kadai,NEW,JP Nagar,South Indian,300
Pizza Stop,3.9/5,JP Nagar,"Pizza, Italian",600
Donne Biriyani House,3.3/5,JP Nagar,"Biryani, Andhra",350
Vinaya Cafe,3.7/5,JP Nagar,"South Indian, Street Food, Juices",200
Dal Roti,3.7/5,JP Nagar,North Indian,150
Bengalooru Tiffany's,3.1/5,JP Nagar,"South Indian, North Indian, Chinese, Street Food",400
Gowdru Mane Oota,3.7/5,JP Nagar,"South Indian, Andhra",400
Rolls On Wheels,3.1/5,JP Nagar,"Fast Food, Rolls, Momos",300
Calvin's,2.9/5,JP Nagar,"Desserts, Italian, Pizza",800
Melting Pot at Woodrose,3.7/5,JP Nagar,North Indian,800
Kesar Restaurant,3.6/5,JP Nagar,"North Indian, Chinese, South Indian",200
Waikiki,3.2/5,JP Nagar,"Fast Food, Beverages",200
Mini Forest,3.3/5,JP Nagar,"Fast Food, Desserts",500
Pappu Chaiwalla,3.6/5,JP Nagar,"Fast Food, Tea, Beverages",300
Gopal Kabab Centre,3.3/5,JP Nagar,North Indian,350
Cafe Bollywood,3.4/5,JP Nagar,Street Food,200
Donne Biriyani Mane,,JP Nagar,"Biryani, Kebab",250
Sri Brahmi Kuteera,,JP Nagar,South Indian,150
Hotel Tanish Jolada Rotti Oota,,JP Nagar,,
The Cake Ville,3.2/5,JP Nagar,"Bakery, Desserts, Fast Food",300
Wow Momo,3.3/5,JP Nagar,"Tibetan, Momos",300
Hotel Coorg Style,3.1/5,JP Nagar,South Indian,350
Nandi Bidadi Thatte Idli,2.9/5,JP Nagar,South Indian,100
Gowdru Military Hotel,3.2/5,JP Nagar,"Biryani, South Indian",300
Appam Centre,3.2/5,JP Nagar,Kerala,200
Coffee Cafe,,JP Nagar,South Indian,100
Suji's Kitchen,,JP Nagar,"South Indian, North Indian",300
Sang Grail,3.6/5,JP Nagar,Healthy Food,300
Krishna Food & Chats,,JP Nagar,"North Indian, Chinese, Street Food",200
Apoorva Halli Mane,,JP Nagar,South Indian,350
Khanapur Express,,JP Nagar,"North Indian, Rajasthani",500
Richbite Indian Spice,,JP Nagar,North Indian,500
TeaChaTe Express,,JP Nagar,,
SAATHVIK Cafe Chats,,JP Nagar,"North Indian, Street Food",250
Rotti Mane,,JP Nagar,South Indian,200
Akshaya Donne Biriyani,3.0/5,JP Nagar,"Biryani, South Indian, Kebab",300
Ande Ka Funda,3.1/5,JP Nagar,"North Indian, Fast Food, Rolls",250
Earth Plate Express,3.9/5,JP Nagar,"Italian, Continental",600
Dairy Day Corner,,JP Nagar,"Ice Cream, Desserts, Fast Food",200
Narayany Pure Veg,,JP Nagar,"Street Food, North Indian",250
Once In Nature,3.7/5,JP Nagar,Healthy Food,300
SLV Upahara,3.5/5,JP Nagar,"South Indian, North Indian",200
Sandwich Manne,,JP Nagar,Fast Food,250
Impala Biryani,3.2/5,JP Nagar,"Biryani, North Indian",150
SB FOODS,3.3/5,JP Nagar,South Indian,250
Mr. Anbu's Ambur Biriyani,,JP Nagar,"Biryani, Kebab",150
Biriyani Expess,,JP Nagar,Biryani,250
Chilli N Chicken,3.2/5,JP Nagar,Andhra,400
Biryani Times,3.5/5,JP Nagar,Biryani,300
Malleseari's Multi Cuisine Restaurant,,JP Nagar,"North Indian, South Indian",150
Shavaji Hotel,,JP Nagar,South Indian,200
Hotel Namadhari,,JP Nagar,"South Indian, Chinese",150
Nammuru Nati Hotel,,JP Nagar,South Indian,300
Tasty Restaurant,NEW,JP Nagar,"Kerala, South Indian, Chinese",300
Tandoori Spot,3.5/5,JP Nagar,"North Indian, Chinese",500
Udupi Cafe,,JP Nagar,"South Indian, North Indian, Chinese",200
Padosi Apke Apne,NEW,JP Nagar,"South Indian, Chinese, North Indian",300
Grill On Wheels,NEW,JP Nagar,"North Indian, Chinese, BBQ, Arabian, Fast Food",400
Thindi Mane,3.4/5,JP Nagar,South Indian,300
Foodmagic,,JP Nagar,"North Indian, Chinese",600
Sri Nanjundeshwara Canteen,NEW,JP Nagar,South Indian,150
Chicken Dera,3.0/5,JP Nagar,"Mughlai, Kebab, Biryani",400
South Indian Kitchen,3.3/5,JP Nagar,"Asian, BBQ, South Indian, Chinese",300
Sahodara Savi Ruchi,NEW,JP Nagar,South Indian,150
Chinese Kitchen,,JP Nagar,Chinese,400
Dallas Hot & Cold,,JP Nagar,Fast Food,300
Hotel Akshaya Restaurant,,JP Nagar,"Biryani, Kebab",400
Express Food Point,,JP Nagar,"South Indian, Kerala",300
Desi Jalpaan,,JP Nagar,"Street Food, North Indian",150
Hotel Chiguru,,JP Nagar,"South Indian, Chinese",250
Maland Restaurant Veg & Non-Veg,,JP Nagar,North Indian,250
Soul Curries,,JP Nagar,South Indian,150
Junkealth,,JP Nagar,"Healthy Food, Beverages, Cafe",300
Butthi - The Meal Basket,,JP Nagar,"North Indian, Chinese",400
Taruni Foods,,JP Nagar,"Andhra, Biryani",300
Udupi Park Inn,,JP Nagar,"South Indian, North Indian, Chinese",150
90's Cafe,NEW,JP Nagar,"Fast Food, Burger",500
Special Biriyani,2.9/5,JP Nagar,"North Indian, Biryani",300
The Biryani House,,JP Nagar,Andhra,400
Samosa Singh,3.5/5,JP Nagar,"North Indian, Mithai",250
Chaat Cafee,,JP Nagar,"Street Food, Juices",150
Nati Palace,3.5/5,JP Nagar,"South Indian, North Indian",200
The Chocolate Room,3.9/5,JP Nagar,"Cafe, Desserts",400
Naati Manae,3.1/5,JP Nagar,"South Indian, Biryani",500
Chilly N Chicken,3.5/5,JP Nagar,"Andhra, Biryani",250
Fujian Express,3.4/5,JP Nagar,"Chinese, Thai",200
Banashankari Nati Style,3.6/5,JP Nagar,South Indian,300
Five Star Chicken,3.9/5,JP Nagar,"Burger, Fast Food, Roast Chicken, Finger Food",300
Halli Mane MUDDE OOTA,3.5/5,JP Nagar,South Indian,300
Deja Vu Resto Bar,4.4/5,Bannerghatta Road,"North Indian, Italian",900
The Yellow Submarine,4.4/5,Bannerghatta Road,"Continental, North Indian, Chinese, Pizza, Thai","1,200"
Chianti,4.5/5,Bannerghatta Road,Italian,"1,500"
Chavadi,4.4/5,Bannerghatta Road,"Continental, North Indian, Pizza, Italian","1,200"
Public - The Rooftop Bar And Kitchen,4.3/5,Bannerghatta Road,"North Indian, South Indian, Andhra, Chinese","1,000"
Nagarjuna,4.2/5,Bannerghatta Road,"Andhra, Biryani",800
Fattoush,4.2/5,Bannerghatta Road,"Arabian, Biryani, Chinese, Middle Eastern, Fast Food, North Indian, Mughlai, Seafood","1,000"
Galito's,4.6/5,Bannerghatta Road,"African, Burger","1,000"
BEIR,NEW,Bannerghatta Road,"Mexican, American",800
Hyderabad Biryaani House,3.6/5,Bannerghatta Road,"Biryani, North Indian, Chinese",550
Seasons,3.8/5,Bannerghatta Road,"North Indian, South Indian, Chinese, Seafood, Kerala, Arabian, Juices",
Chung Wah,4.0/5,Bannerghatta Road,"Chinese, Thai, Momos, Vietnamese",800
Nellore Ruchulu,3.7/5,Bannerghatta Road,"North Indian, South Indian, Chinese",800
Punjabi Times,4.1/5,Bannerghatta Road,North Indian,"1,000"
Dadi's Dum Biryani,4.0/5,Bannerghatta Road,"Biryani, North Indian, Mughlai",800
Kundana,3.7/5,Bannerghatta Road,"Andhra, Biryani",800
Cafe Conico,NEW,Bannerghatta Road,"Cafe, Beverages",600
Suryawanshi,3.8/5,Bannerghatta Road,"Maharashtrian, Seafood",700
Vaho Kafe & Pressery,3.9/5,Bannerghatta Road,"Cafe, Healthy Food, Asian, Italian, North Indian, Biryani, Juices",500
Dreamcatcher,3.9/5,Bannerghatta Road,Cafe,600
A2B - Adyar Ananda Bhavan,2.7/5,Bannerghatta Road,"South Indian, North Indian, Chinese, Street Food, Fast Food",400
Malhar Maharashtrian Cuisine,4.0/5,Bannerghatta Road,Maharashtrian,500
Hyderabadi Bawarchi,3.2/5,Bannerghatta Road,"North Indian, Chinese, Biryani",500
Sakshi,3.0/5,Bannerghatta Road,"North Indian, Biryani, Chinese, Seafood",550
Marwa Restaurant,3.5/5,Bannerghatta Road,"North Indian, Chinese, Fast Food, BBQ",600
Chow San,3.1 /5,Bannerghatta Road,"Chinese, Thai, Momos",500
Thalassery Food Court,3.5 /5,Bannerghatta Road,"Kerala, Arabian, Seafood, Beverages",650
Thalassery Restaurant,NEW,Bannerghatta Road,"Seafood, Biryani, South Indian, North Indian, Chinese, Arabian, Kebab, Kerala",600
Guru Garden,2.9/5,Bannerghatta Road,"North Indian, Chinese",450
Guru Paradise,2.9/5,Bannerghatta Road,"Chinese, South Indian, North Indian","1,000"
Status,3.3/5,Bannerghatta Road,"North Indian, Chinese",600
Athithi,2.8/5,Bannerghatta Road,"Andhra, Biryani, Chinese, North Indian",650
Shee-Sha Cafe,3.6/5,Bannerghatta Road,"Cafe, North Indian, Chinese, Continental",800
D2V Cafe,3.6/5,Bannerghatta Road,Cafe,700
Northern Bites,3.2/5,Bannerghatta Road,"North Indian, Chinese",400
Zhangs Classic,2.6/5,Bannerghatta Road,"Italian, Chinese, Japanese",600
Coastal Inn,3.4/5,Bannerghatta Road,"Chinese, North Indian, Seafood",800
Aishwarya Parkland,2.9/5,Bannerghatta Road,"Chinese, North Indian",500
Andhra Bhojanam,3.6/5,Bannerghatta Road,"North Indian, South Indian, Andhra",600
Aramane Restaurant,2.9/5,Bannerghatta Road,"North Indian, South Indian, Seafood, Biryani, Chinese",800
MOYASS,,Bannerghatta Road,"South Indian, Kerala",600
Tandoor Hut,2.2/5,Bannerghatta Road,"North Indian, Chinese",750
Cafe Talk,3.3/5,Bannerghatta Road,"Cafe, Continental, North Indian, Bakery, Desserts",700
Cafe Choco Craze,3.7/5,Bannerghatta Road,"Cafe, Fast Food, Desserts",400
Thalassery Food Court,3.1/5,Bannerghatta Road,"Kerala, Arabian, Seafood, Beverages",650
Hotel Green Way,,Bannerghatta Road,"North Indian, South Indian, Chinese",500
Swad Family Restaurant,,Bannerghatta Road,"North Indian, Chinese",650
Tandoor Plaza,,Bannerghatta Road,North Indian,500
Sai Abhiruchi,NEW,Bannerghatta Road,"Andhra, North Indian, Biryani",800
Ammi's Biryani,2.4/5,Bannerghatta Road,"Biryani, North Indian",500
Vasudev Adiga's,2.3/5,Bannerghatta Road,"South Indian, North Indian, Chinese, Street Food",250
Fresh Kitchen,3.3/5,Bannerghatta Road,"North Indian, Chinese",600
Madeena Hotel,3.9/5,Bannerghatta Road,"North Indian, Mughlai, Biryani",400
Biryani Nights,3.6/5,Bannerghatta Road,"South Indian, North Indian, Chinese",400
SGS Non Veg - Gundu Pulav,3.9/5,Bannerghatta Road,"Biryani, South Indian",300
Polar Bear,3.9/5,Bannerghatta Road,"Ice Cream, Desserts, Beverages, Sandwich",400
Manjushree Upahara,3.8/5,Bannerghatta Road,South Indian,150
Box Magic,3.7/5,Bannerghatta Road,"North Indian, South Indian, Seafood, Rolls",400
Soup Station,3.7/5,Bannerghatta Road,Continental,250
Green Onion,3.3/5,Bannerghatta Road,Chinese,400
Punjabi Corner,3.9/5,Bannerghatta Road,"North Indian, Chinese",250
Chaitanya Grand,3.6/5,Bannerghatta Road,"South Indian, North Indian, Chinese",300
Sagar Grand,3.8/5,Bannerghatta Road,"South Indian, North Indian, Chinese",300
Burj Hotel,3.5/5,Bannerghatta Road,"North Indian, Chinese",350
Kailash Parbat,3.1/5,Bannerghatta Road,"North Indian, Street Food",600
Garma Garam,3.2/5,Bannerghatta Road,"North Indian, Chinese, Biryani, Rolls",350
Taco Bell,4.0/5,Bannerghatta Road,"Mexican, American, Fast Food",600
Kuttanad,3.6/5,Bannerghatta Road,"Kerala, South Indian",200
FRYBIES,3.3/5,Bannerghatta Road,Fast Food,350
Shuddh Desi Khana,4.1/5,Bannerghatta Road,North Indian,400
Spar Refresh,3.4/5,Bannerghatta Road,"North Indian, South Indian, Pizza",300
Northern Bites,NEW,Bannerghatta Road,"Chinese, North Indian, Biryani",350
Burger King,3.2/5,Bannerghatta Road,"Burger, Fast Food, Beverages",600
Bangalore Pizza & Pulse Juice Bar,,Bannerghatta Road,"Juices, Pizza",500
Marhaba,3.5/5,Bannerghatta Road,"Arabian, Mediterranean, North Indian",500
Smoor,3.6/5,Bannerghatta Road,"Desserts, Cafe, Beverages",900
Manjushree Veg,3.5/5,Bannerghatta Road,"South Indian, Chinese",150
Kalpavruksha,3.9/5,Bannerghatta Road,"South Indian, North Indian",300
Mom's Momos,3.7/5,Bannerghatta Road,Chinese,100
Sai Shiv Sagar,2.8/5,Bannerghatta Road,"South Indian, North Indian",300
Hot Burg,3.5/5,Bannerghatta Road,"Fast Food, Juices",200
Burrito Boys,3.0/5,Bannerghatta Road,"Mexican, Tex-Mex",400
Bangaliana,2.9/5,Bannerghatta Road,Bengali,600
Arabian Mexico,3.3 /5,Bannerghatta Road,"Fast Food, Arabian",400
Smoke - The Sizzler House,3.8/5,Bannerghatta Road,"Continental, Chinese, Thai, Italian, BBQ, Steak","1,100"
Panchami Garden,3.5/5,Bannerghatta Road,"South Indian, North Indian",400
4671 Indian Coastal Cuisine,,Bannerghatta Road,"Seafood, Mangalorean, Kerala",600
Pizza Da Dhaba,3.2/5,Bannerghatta Road,"Fast Food, Pizza",400
Resto,3.7/5,Bannerghatta Road,"Chinese, North Indian, Fast Food, Momos",350
SLV Kabab Centre,3.2/5,Bannerghatta Road,"Biryani, Fast Food",100
Mom's Momos,3.3/5,Bannerghatta Road,Chinese,300
Slice of Spice,3.1/5,Bannerghatta Road,"North Indian, Chinese",400
Bao and Rolls,3.6/5,Bannerghatta Road,"Rolls, Kebab, Fast Food",250
Kedia's Fun Food,,Bannerghatta Road,"North Indian, Street Food, Juices",200
Loca Moca - The Indian Grub,3.4/5,Bannerghatta Road,"North Indian, Biryani",600
Mr Shawarma,,Bannerghatta Road,Fast Food,200
Shanghai Times,3.2/5,Bannerghatta Road,"Chinese, Asian",450
Cane Recipes,3.5/5,Bannerghatta Road,Juices,100
Kanhaiyas,3.6/5,Bannerghatta Road,South Indian,150
Hotel Aradhana,3.7/5,Bannerghatta Road,North Indian,300
Chaat Chatore,3.1/5,Bannerghatta Road,Fast Food,300
Hotel Muthu,,Bannerghatta Road,South Indian,200
Hotel Shyam Mangalam & Catering Service,,Bannerghatta Road,"South Indian, North Indian, Oriya",400
Priyadharshini Hotel,,Bannerghatta Road,"North Indian, South Indian, Chinese",200
Naga's,2.7/5,Bannerghatta Road,"Hyderabadi, Andhra, North Indian",500
Suchi Ruchi Veg & Non Veg Resturant,3.2/5,Bannerghatta Road,"South Indian, North Indian",400
Hotel Lakshmi Paradise,3.3/5,Bannerghatta Road,"North Indian, Mughlai",400
Thalassery Hotel,NEW,Bannerghatta Road,"Kerala, South Indian",300
Shiv Sagar,3.6/5,Bannerghatta Road,"South Indian, Beverages",400
Sri Banashankari Biryani Kabab Centre,,Bannerghatta Road,"Biryani, Fast Food",100
Wow Vada Pav,,Bannerghatta Road,"Fast Food, Street Food",150
Jiffy Fast Food,,Bannerghatta Road,"Arabian, Juices",200
Sree Durga Darshini Veg,,Bannerghatta Road,South Indian,200
A-1 Chicken Biriyani & Kababs,,Bannerghatta Road,Mughlai,200
The Ocean Kitchen,NEW,Bannerghatta Road,"North Indian, Chinese, Seafood, South Indian",200
